trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
109,False,"{'a': 0.001, 'e': 0.8967304174982355}",25,0,-140.8798124854677,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
110,False,"{'a': 0.001, 'e': 0.8958341352965282}",20,7,-29.455397722076725,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
111,False,"{'a': 0.001, 'e': 0.894938748929031}",20,0,-53.539326996970814,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
112,False,"{'a': 0.001, 'e': 0.8940442575003572}",20,0,-5.2607312328043765,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
113,False,"{'a': 0.001, 'e': 0.8931506601160155}",25,0,-244.60946776613565,"{0: 12, 1: 1, 2: 7, 3: 1, 4: 4}",0
114,False,"{'a': 0.001, 'e': 0.8922579558824083}",20,10,-2.757507767390651,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.001, 'e': 0.8913661439068313}",25,0,-84.72631978249287,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
116,False,"{'a': 0.001, 'e': 0.8904752232974726}",20,1,-26.031434770612318,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
117,False,"{'a': 0.001, 'e': 0.8895851931634113}",25,18,-4.9938606328399295,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.001, 'e': 0.8886960526146174}",20,10,-13.75518660265936,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.001, 'e': 0.8878078007619501}",20,0,-55.29684495207515,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
120,False,"{'a': 0.001, 'e': 0.8869204367171575}",20,0,-22.766065509456492,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
121,False,"{'a': 0.001, 'e': 0.8860339595928756}",25,0,-110.4630481215245,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
122,False,"{'a': 0.001, 'e': 0.8851483685026271}",20,0,-97.57954109504118,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
123,False,"{'a': 0.001, 'e': 0.8842636625608209}",20,0,-42.76876389007045,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
124,False,"{'a': 0.001, 'e': 0.8833798408827509}",25,0,-122.87894203821153,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
